Body,Head
?a isPoliticianOf ?c   ?c dealsWith ?b,?a isPoliticianOf ?b
?a diedIn ?c   ?b isLocatedIn ?c,?a worksAt ?b
?a participatedIn ?c   ?c happenedIn ?b,?a dealsWith ?b
?c actedIn ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?c isMarriedTo ?a   ?c graduatedFrom ?b,?a worksAt ?b
?a owns ?b,?a playsFor ?b
?a livesIn ?c   ?b hasCapital ?c,?a isCitizenOf ?b
?c participatedIn ?a   ?c isLocatedIn ?b,?a happenedIn ?b
?a dealsWith ?c   ?b hasNeighbor ?c,?a hasNeighbor ?b
?a hasCapital ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a isLeaderOf ?c   ?b isLeaderOf ?c,?a hasChild ?b
?c isMarriedTo ?a   ?c wroteMusicFor ?b,?a directed ?b
?c influences ?a   ?c wasBornIn ?b,?a diedIn ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a hasChild ?b
?a hasAcademicAdvisor ?c   ?c worksAt ?b,?a graduatedFrom ?b
?a playsFor ?c   ?b owns ?c,?a isAffiliatedTo ?b
?a hasNeighbor ?c   ?b dealsWith ?c,?a dealsWith ?b
?c hasCapital ?a   ?b happenedIn ?c,?a participatedIn ?b
?a hasChild ?c   ?b hasChild ?c,?a hasChild ?b
?c isAffiliatedTo ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?c isLocatedIn ?a   ?c isLocatedIn ?b,?a hasNeighbor ?b
?c hasChild ?a   ?c isLeaderOf ?b,?a isAffiliatedTo ?b
?a isAffiliatedTo ?c   ?b owns ?c,?a isAffiliatedTo ?b
?c isCitizenOf ?a   ?c wasBornIn ?b,?a hasCapital ?b
?c hasChild ?a   ?c created ?b,?a isAffiliatedTo ?b
?a actedIn ?b,?a created ?b
?c isLeaderOf ?a   ?c isLeaderOf ?b,?a isLocatedIn ?b
?c isMarriedTo ?a   ?c worksAt ?b,?a worksAt ?b
?c wroteMusicFor ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?a livesIn ?c   ?b dealsWith ?c,?a livesIn ?b
?a isLeaderOf ?c   ?b isLocatedIn ?c,?a livesIn ?b
?c hasChild ?a   ?c isCitizenOf ?b,?a isCitizenOf ?b
?c dealsWith ?a   ?c dealsWith ?b,?a dealsWith ?b
?a owns ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?c isMarriedTo ?a   ?c worksAt ?b,?a graduatedFrom ?b
?a happenedIn ?c   ?b hasNeighbor ?c,?a happenedIn ?b
?a hasCapital ?b,?a isLocatedIn ?b
?a isMarriedTo ?c   ?c isCitizenOf ?b,?a isCitizenOf ?b
?a worksAt ?c   ?b graduatedFrom ?c,?a hasAcademicAdvisor ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a graduatedFrom ?b
?a created ?b,?a diedIn ?b
?a hasWonPrize ?b,?a created ?b
?a created ?b,?a actedIn ?b
?a directed ?b,?a actedIn ?b
?a exports ?c   ?b exports ?c,?a hasNeighbor ?b
?a livesIn ?c   ?b hasNeighbor ?c,?a isCitizenOf ?b
?a diedIn ?c   ?b isLocatedIn ?c,?a graduatedFrom ?b
?c hasChild ?a   ?c isCitizenOf ?b,?a livesIn ?b
?c isMarriedTo ?a   ?c actedIn ?b,?a wroteMusicFor ?b
?c created ?a   ?c diedIn ?b,?a isLocatedIn ?b
?a hasAcademicAdvisor ?c   ?c diedIn ?b,?a wasBornIn ?b
?a isConnectedTo ?c   ?c owns ?b,?a isConnectedTo ?b
?a wasBornIn ?c   ?b isLocatedIn ?c,?a playsFor ?b
?a owns ?c   ?b owns ?c,?a hasChild ?b
?c influences ?a   ?c livesIn ?b,?a livesIn ?b
?c isMarriedTo ?a   ?c hasWonPrize ?b,?a hasWonPrize ?b
?c isPoliticianOf ?a   ?c wasBornIn ?b,?a hasCapital ?b
?c isMarriedTo ?a   ?c isCitizenOf ?b,?a isPoliticianOf ?b
?c livesIn ?a   ?c isLeaderOf ?b,?a isLocatedIn ?b
?c hasChild ?a   ?c isPoliticianOf ?b,?a isCitizenOf ?b
?a isPoliticianOf ?b,?a isLeaderOf ?b
?c hasChild ?a   ?c created ?b,?a actedIn ?b
?c livesIn ?a   ?c livesIn ?b,?a isLocatedIn ?b
?c influences ?a   ?b influences ?c,?a influences ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a diedIn ?b
?c wasBornIn ?a   ?c diedIn ?b,?a isLocatedIn ?b
?a dealsWith ?c   ?c participatedIn ?b,?a participatedIn ?b
?a livesIn ?c   ?c isLocatedIn ?b,?a isPoliticianOf ?b
?c hasCapital ?a   ?c dealsWith ?b,?a isLocatedIn ?b
?c hasChild ?a   ?b hasChild ?c,?a isMarriedTo ?b
?a directed ?c   ?b actedIn ?c,?a isMarriedTo ?b
?c hasAcademicAdvisor ?a   ?c isCitizenOf ?b,?a isCitizenOf ?b
?b happenedIn ?a,?a participatedIn ?b
?c hasNeighbor ?a   ?c dealsWith ?b,?a hasNeighbor ?b
?c isLocatedIn ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c isLocatedIn ?a   ?c isLocatedIn ?b,?a hasCapital ?b
?a hasAcademicAdvisor ?c   ?c wasBornIn ?b,?a wasBornIn ?b
?a dealsWith ?c   ?c exports ?b,?a imports ?b
?a isLeaderOf ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?a livesIn ?c   ?b hasCapital ?c,?a isPoliticianOf ?b
?a dealsWith ?c   ?c imports ?b,?a exports ?b
?b hasAcademicAdvisor ?a,?a hasAcademicAdvisor ?b
?a isMarriedTo ?b,?a influences ?b
?c isMarriedTo ?a   ?c created ?b,?a edited ?b
?a created ?c   ?c isLocatedIn ?b,?a livesIn ?b
?a isCitizenOf ?c   ?b isCitizenOf ?c,?a hasAcademicAdvisor ?b
?a actedIn ?c   ?b wroteMusicFor ?c,?a isMarriedTo ?b
?a isCitizenOf ?c   ?b isPoliticianOf ?c,?a hasChild ?b
?c isMarriedTo ?a   ?c isMarriedTo ?b,?a hasChild ?b
?c hasChild ?a   ?c wasBornIn ?b,?a isLeaderOf ?b
?a worksAt ?c   ?b worksAt ?c,?a influences ?b
?c isAffiliatedTo ?a   ?c isLeaderOf ?b,?a isLocatedIn ?b
?a playsFor ?b,?a isAffiliatedTo ?b
?a hasAcademicAdvisor ?c   ?c graduatedFrom ?b,?a graduatedFrom ?b
?a participatedIn ?c   ?c happenedIn ?b,?a hasNeighbor ?b
?a dealsWith ?b,?a isLocatedIn ?b
?a owns ?c   ?c owns ?b,?a owns ?b
?b hasCapital ?a,?a isLocatedIn ?b
?c actedIn ?a   ?c wasBornIn ?b,?a isLocatedIn ?b
?a graduatedFrom ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?c isConnectedTo ?a   ?b isConnectedTo ?c,?a isConnectedTo ?b
?a worksAt ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?a hasNeighbor ?c   ?c owns ?b,?a owns ?b
?a isMarriedTo ?c   ?c graduatedFrom ?b,?a graduatedFrom ?b
?c hasChild ?a   ?c isPoliticianOf ?b,?a livesIn ?b
?c isMarriedTo ?a   ?c isPoliticianOf ?b,?a isCitizenOf ?b
?a hasNeighbor ?c   ?c participatedIn ?b,?a participatedIn ?b
?a isLocatedIn ?c   ?c dealsWith ?b,?a isLocatedIn ?b
?a livesIn ?c   ?c hasCapital ?b,?a wasBornIn ?b
?a actedIn ?b,?a wroteMusicFor ?b
?a diedIn ?c   ?b hasCapital ?c,?a isPoliticianOf ?b
?a isMarriedTo ?c   ?c diedIn ?b,?a livesIn ?b
?b influences ?a,?a isInterestedIn ?b
?a isInterestedIn ?c   ?b isInterestedIn ?c,?a influences ?b
?a influences ?c   ?c actedIn ?b,?a actedIn ?b
?c isMarriedTo ?a   ?c wroteMusicFor ?b,?a created ?b
?a livesIn ?c   ?b hasCapital ?c,?a isLeaderOf ?b
?c isPoliticianOf ?a   ?c isPoliticianOf ?b,?a isLocatedIn ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a isAffiliatedTo ?b
?c isPoliticianOf ?a   ?c livesIn ?b,?a hasCapital ?b
?c influences ?a   ?c isKnownFor ?b,?a isInterestedIn ?b
?a livesIn ?c   ?b isLocatedIn ?c,?a isLeaderOf ?b
?a hasCapital ?c   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c hasChild ?a   ?c livesIn ?b,?a livesIn ?b
?c graduatedFrom ?a   ?c livesIn ?b,?a isLocatedIn ?b
?c hasChild ?a   ?c directed ?b,?a wroteMusicFor ?b
?c worksAt ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?a happenedIn ?c   ?b isLocatedIn ?c,?a happenedIn ?b
?c diedIn ?a   ?c livesIn ?b,?a isLocatedIn ?b
?c hasNeighbor ?a   ?c imports ?b,?a imports ?b
?a dealsWith ?c   ?c exports ?b,?a exports ?b
?a dealsWith ?c   ?c dealsWith ?b,?a dealsWith ?b
?a isPoliticianOf ?c   ?b isPoliticianOf ?c,?a isMarriedTo ?b
?a created ?c   ?b owns ?c,?a created ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a wasBornIn ?b
?a isMarriedTo ?c   ?c livesIn ?b,?a livesIn ?b
?a wroteMusicFor ?c   ?c isLocatedIn ?b,?a diedIn ?b
?a livesIn ?c   ?c hasNeighbor ?b,?a livesIn ?b
?c isLocatedIn ?a   ?c hasCapital ?b,?a isLocatedIn ?b
?a livesIn ?c   ?b livesIn ?c,?a hasChild ?b
?a wasBornIn ?c   ?c hasWonPrize ?b,?a hasWonPrize ?b
?c participatedIn ?a   ?c hasNeighbor ?b,?a isLocatedIn ?b
?a hasOfficialLanguage ?c   ?b hasOfficialLanguage ?c,?a isLocatedIn ?b
?a isLocatedIn ?c   ?c isConnectedTo ?b,?a isLocatedIn ?b
?c hasChild ?a   ?c isCitizenOf ?b,?a isLeaderOf ?b
?a isCitizenOf ?c   ?c dealsWith ?b,?a livesIn ?b
?c hasNeighbor ?a   ?c hasNeighbor ?b,?a dealsWith ?b
?a hasWonPrize ?c   ?c happenedIn ?b,?a wasBornIn ?b
?a livesIn ?c   ?b wasBornIn ?c,?a hasChild ?b
?a livesIn ?b,?a wasBornIn ?b
?a isInterestedIn ?c   ?c hasGender ?b,?a hasGender ?b
?a diedIn ?c   ?b hasCapital ?c,?a livesIn ?b
?a isConnectedTo ?c   ?b isLocatedIn ?c,?a isLocatedIn ?b
