Body,Head
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Maria_Beatrice_d_Este_Duchess_of_Massa
?a spouse ?c,?a successor Louis_XII
?a child Constance_of_France_Princess_of_Antioch,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c name ?a   ?c gender ?d   ?b gender ?d,?a name ?b
?a name ?c,?a child Philip_of_France_Archdeacon_of_Paris
Ermengarde_of_Hesbaye child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b spouse ?c,Joanna_of_Castile child ?b
?c father ?a,?a father Louis_XIII
?a hasSpouse ?c,?a spouse Ferdinand_II_of_Le_n
Louise_Marie_Ad_la_de_de_Bourbon_Duchess_of_Orl_ans child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a parent Carlo_Buonaparte
"?a gender ""female""",?a hasSpouse Yes
?a child Francis_II_of_France,?a child Claude_of_France_1547_1575
?a gender ?c,?a father Louis_Dauphin_of_France_son_of_Louis_XV
?b gender ?c,Maria_Amalia_of_Naples_and_Sicily child ?b
?a spouse ?c,?a successor Victor_Amadeus_II_of_Sardinia
?a mother ?c,?a child Prince_Adolphus_Duke_of_Cambridge
Henry_VII_Holy_Roman_Emperor child ?a,?a father Henry_VII_Holy_Roman_Emperor
?b child Charles_II_Archduke_of_Austria,Maximilian_II_Holy_Roman_Emperor parent ?b
?c father ?a   ?d marriedTo ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a parent Ermengarde_Countess_of_Maine,?a mother Ermengarde_Countess_of_Maine
?c parent ?a   ?c predecessor ?b,?a predecessor ?b
Charles_V_Duke_of_Lorraine parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c name ?b,Henry_IV_of_France spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Richeza_of_Denmark
?c predecessor ?a,?a name Ramon_Berenguer_IV
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Hugh_IV_Duke_of_Burgundy child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a name Rudolph
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b
?b mother ?c,Joanna_of_Castile successor ?b
Robert_II_of_France child ?a,?a father Robert_II_of_France
?a mother Anne_Marie_d_Orl_ans,?a hasSpouse Yes
Louis_VI_of_France child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b spouse ?c,Sancho_III_of_Castile parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child John_Tristan_Count_of_Valois
Ferdinand_I_of_Aragon child ?a,?a hasSpouse Yes
?a child Bona_of_Savoy,?a child Jacques_of_Savoy_Count_of_Romont
Robert_II_of_France child ?a,?a hasSpouse Yes
?a hasSpouse ?c,?a predecessor Henri_Count_of_Chambord
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Sanchia_of_Provence
Gerberga_of_Saxony spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a mother ?c,?a predecessor John_King_of_England
Ramon_Berenguer_IV_Count_of_Provence child ?a,"?a gender ""female"""
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Princess_Mary_Duchess_of_Gloucester_and_Edinburgh
?a successor ?c,?a child Blanche_of_Navarre_Queen_of_France
?b gender ?c,Matilda_of_France parent ?b
?c spouse ?b,Louis_Dauphin_of_France_son_of_Louis_XV child ?b
?c successor ?a   ?b marriedTo ?c,?a mother ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Elisabeth_of_Meissen child ?b
?a name ?c,?a child Cecile_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child John_II_of_Aragon
?a father ?c   ?c parent ?d   ?d gender ?b,?a gender ?b
?b name ?c,Francis_I_of_the_Two_Sicilies spouse ?b
Henry_II_of_Castile parent ?a,?a hasSpouse Yes
Rozala_of_Italy parent ?a,?a child Rozala_of_Italy
?a parent ?c,?a child Agnes_of_Burgundy_Duchess_of_Bourbon
?a hasSpouse ?c,?a child John_Prince_of_Asturias
?a parent ?c,?a child Beatrice_of_Luxembourg
?b child ?c,Henry_VII_Holy_Roman_Emperor successor ?b
?c parent ?b,Matilda_of_Brabant_Countess_of_Artois parent ?b
?b father ?c,Charles_the_Fat predecessor ?b
?c successor ?a   ?c child ?d   ?d parent ?b,?a parent ?b
?a parent ?c,?a predecessor Henry_VII_Holy_Roman_Emperor
"?a gender ""male""",?a successor Victor_Amadeus_II_of_Sardinia
?a child Alys_of_France_Countess_of_Vexin,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c mother ?a,?a spouse Richard_Count_of__tampes
?c spouse ?b,Anne_Marie_d_Orl_ans child ?b
?c father ?a,?a parent Philip_III_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a name Henry_II
?b parent ?c,Louis_XIV spouse ?b
?c successor ?b,Louis_the_Pious child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Eleanor_of_Austria spouse ?b
?a mother Maria_Josepha_of_Saxony_Dauphine_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent ?c   ?b father ?c,?a successor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Anne_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Joanna_of_Castile child ?b
?b parent Margaret_of_Provence,Louis_IX_of_France child ?b
?a mother Anne_Marie_d_Orl_ans,?a father Victor_Amadeus_II_of_Sardinia
?a parent ?c   ?c child ?d   ?d predecessor ?b,?a parent ?b
?a child Louis_XI,?a child Yolande_of_Valois
?a parent Waldrada_of_Worms,?a mother Waldrada_of_Worms
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a mother Eleanor_of_Alburquerque
?c spouse ?a,?a predecessor Charles_III_of_Spain
?a parent ?c,?a child Philip_of_France_Archdeacon_of_Paris
?a child Louise__lisabeth_Duchess_of_Berry,?a child Louise_Ad_la_de_d_Orl_ans
?a spouse ?c,?a mother Anne_of_Bohemia_and_Hungary
?a successor ?c   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?c successor ?a,?a name Henry_IV
Maximilian_II_Holy_Roman_Emperor parent ?b,Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg parent ?b
?b parent ?c,Charles_the_Fat predecessor ?b
Eleanor_of_Provence parent ?a,?a child Beatrice_of_Provence
?b gender ?c,Philip_II_of_Spain parent ?b
?b hasSpouse Yes,James_I_of_Aragon spouse ?b
?a spouse ?b,?a successor ?b
Marie_of_Anjou parent ?a,?a child Charles_Count_of_Maine
?b father Robert_the_Strong,Adelaide_of_Tours child ?b
?a parent ?c   ?d spouse ?c   ?b mother ?d,?a successor ?b
?a marriedTo ?c,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a name ?c,?a mother Eleanor_of_Alburquerque
?c child ?b,Elizabeth_Gordon_Countess_of_Huntly child ?b
?c spouse ?a,?a parent Philip_V_of_Spain
?a child Archduchess_Maria_Leopoldine_of_Austria_Este,?a hasSpouse Yes
?a child Eleanor_of_Viseu,?a child Isabel_of_Viseu
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Ren__of_Anjou parent ?b
?a mother ?c,?a name Louis
?c spouse ?a,?a parent Maria_Josepha_of_Saxony_Dauphine_of_France
?a child ?c   ?c mother ?d   ?d successor ?b,?a child ?b
?a child ?c   ?d predecessor ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a successor ?c   ?b name ?c,?a predecessor ?b
George_III parent ?a,?a child Princess_Augusta_of_Great_Britain
?a child Carlo_Duke_of_Calabria,?a child Princess_Maria_Antonia_of_Naples_and_Sicily
?c child ?a,?a child Claude_of_France
?a child ?c,?a child Prince_Philippe_Duke_of_Orl_ans_1869_1926
?b successor Charles_the_Fat,Charles_the_Fat predecessor ?b
?a hasSpouse ?c,?a name Robert_I
?b hasSpouse ?c,Maria_Christina_of_the_Two_Sicilies child ?b
?c child ?b,Marie_de_Medici child ?b
Alfonso_II_of_Aragon predecessor ?a,?a hasSpouse Yes
?b gender ?c,Mary_de_Bohun parent ?b
Godfrey_I_Count_of_Louvain spouse ?a,?a hasSpouse Yes
?a spouse ?c,?a child Judith_of_Habsburg
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a successor Louis_II_of_Anjou
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Afonso_V_of_Portugal parent ?b
?c predecessor ?a,?a child Joan_III_Countess_of_Burgundy
?b hasSpouse ?c,Mary_Queen_of_Scots spouse ?b
?a mother ?c,?a father William_III_Duke_of_Aquitaine
?a name ?c,?a parent Margaret_Countess_of_Anjou
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Robert_II_of_Scotland child ?b
?b father Rudolf_I_of_Germany,Gertrude_of_Hohenberg child ?b
?b child Louis_of_France_1264_1276,Charles_Count_of_Valois parent ?b
?a predecessor Henri_Count_of_Chambord,?a successor French_Revolution_of_1848
?a father William_I_Count_of_Burgundy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Charles_Count_of_Valois child ?a,?a hasSpouse No
?c child ?a,?a father Charles_X
?a mother ?c   ?b spouse ?c,?a predecessor ?b
?b hasSpouse Yes,Henry_VI_of_England predecessor ?b
?b spouse ?c,Elizabeth_Woodville parent ?b
Maria_Carolina_of_Austria child ?b,Ferdinand_I_of_the_Two_Sicilies child ?b
?c spouse ?a,?a parent Beatrice_of_Savoy
?a child Edmund_Crouchback,?a child Margaret_of_England
?b hasSpouse ?c,James_I_of_Aragon spouse ?b
?c spouse ?a,?a father Henry_the_Fowler
?b hasSpouse ?c,Infanta_Luisa_Fernanda_Duchess_of_Montpensier child ?b
?a marriedTo ?c   ?c child ?b,?a spouse ?b
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?c parent ?a   ?d successor ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?c name ?a   ?d name ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
Henry_I_of_France spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Archduchess_Anna_of_Austria,?a child Archduchess_Barbara_of_Austria
?c father ?a   ?c predecessor ?b,?a successor ?b
?a name ?c   ?c hasSpouse ?b,?a hasSpouse ?b
?c child ?a   ?b name ?c,?a name ?b
?b spouse Louis_VI_of_France,Louis_VI_of_France spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a predecessor Henri_Count_of_Chambord
?a spouse ?c,?a child Geoffrey_Count_of_Nantes
Charles_Count_of_Valois parent ?a,?a child Louis_of_France_1264_1276
?a name ?c,?a mother Mary_of_Avesnes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_IX_of_France parent ?b
?c successor ?a   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a child ?c   ?d child ?c   ?b spouse ?d,?a parent ?b
?b successor John_of_Bohemia,John_of_Bohemia predecessor ?b
?a child Marie_Louise_Duchess_of_Parma,?a child Maria_Leopoldina_of_Austria
?a hasSpouse Yes,?a child Alfonso_V_of_Aragon
?a mother ?c   ?c marriedTo ?b,?a spouse ?b
?c father ?a,?a successor Louis_VIII_of_France
?c parent ?a   ?c predecessor ?d   ?d father ?b,?a successor ?b
?c successor ?a,?a predecessor Prince_Philippe_Count_of_Paris
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Princess_Augusta_of_Great_Britain
?a child Blanche_of_France_Duchess_of_Orl_ans,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b hasSpouse Yes,Catherine_of_Valois spouse ?b
?c successor ?a   ?d predecessor ?c   ?b successor ?d,?a parent ?b
?c predecessor ?b,Anne_of_Bohemia_and_Hungary child ?b
?a parent Yolande_of_Dreux_Duchess_of_Burgundy,?a father Hugh_IV_Duke_of_Burgundy
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Archduke_Wenceslaus_of_Austria
?c father ?a   ?d child ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?a gender ?c,?a name Charles
?a father ?c,?a child Maria_Henrietta_of_Naples_and_Sicily
?c father ?a,?a parent Alfonso_VII_of_Le_n_and_Castile
?c successor ?a,?a successor Charles_IV_Holy_Roman_Emperor
?a child Archduchess_Maria_Johanna_Gabriela_of_Austria,?a child Archduchess_Maria_Carolina_of_Austria_born_1740
?a father Henry_IV_of_France,?a parent Marie_de_Medici
?b spouse ?c,Afonso_II_of_Portugal parent ?b
?a father ?c   ?b spouse ?c,?a predecessor ?b
?a hasSpouse ?c,?a child Louise_Diane_Princess_of_Conti
?a child Princess_Amelia_of_the_United_Kingdom,?a child Ernest_Augustus_King_of_Hanover
?a parent ?c,?a successor Philip_VI_of_France
?b parent Catherine_de_Medici,Henry_II_of_France child ?b
Louis_I_Duke_of_Orl_ans child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?b,Ren__of_Anjou parent ?b
?b hasSpouse ?c,Barbara_Jagiellon child ?b
Eleanor_of_Alburquerque child ?a,?a father Ferdinand_I_of_Aragon
?a hasSpouse Yes,?a successor Louis_XII
?a gender ?c   ?b gender ?c,?a father ?b
?c child ?b,Archduchess_Maria_Theresa_of_Austria_Este_1817_1886 parent ?b
?b spouse ?c,Cosimo_I_de_Medici_Grand_Duke_of_Tuscany parent ?b
?a child ?c   ?d child ?c   ?d successor ?b,?a child ?b
?b hasSpouse ?c,Bertrade_of_Montfort child ?b
?b hasSpouse ?c,Peter_I_Duke_of_Bourbon parent ?b
?c child ?a,?a predecessor Louis_the_German
?a child ?c   ?d spouse ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
Margaret_of_Valois parent ?a,?a child Claude_of_France_1547_1575
?b gender ?c,Henry_I_of_France successor ?b
?b child Charles_Duke_of_Lower_Lorraine,Matilda_of_France parent ?b
?b parent ?c,Ferdinand_I_Holy_Roman_Emperor child ?b
?a hasSpouse Yes,?a parent Joan_I_of_Navarre
?c successor ?a   ?c predecessor ?d   ?b child ?d,?a parent ?b
?a gender ?c   ?d gender ?c   ?d child ?b,?a mother ?b
?c child ?a,?a father Louis_XIV
?a name ?c   ?c name ?d   ?b spouse ?d,?a child ?b
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c predecessor ?a   ?c successor ?b,?a successor ?b
?a spouse ?c,?a child Blanche_of_France_Duchess_of_Orl_ans
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Fulk_King_of_Jerusalem
?a parent ?c,?a child Rudolf_II_Duke_of_Austria
?b spouse ?c,Bertha_of_Holland parent ?b
?a mother ?c   ?d mother ?c   ?b child ?d,?a parent ?b
?b parent Henry_III_of_England,Henry_III_of_England child ?b
?a father Ramon_Berenguer_IV_Count_of_Provence,?a parent Ramon_Berenguer_IV_Count_of_Provence
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Infante_Antonio_Duke_of_Galliera
Philip_III_of_France parent ?b,Agnes_of_France_Duchess_of_Burgundy parent ?b
?a parent ?c   ?c child ?b,?a parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a name Henry_IV
?b successor ?c,Ferdinand_Karl_Archduke_of_Austria_Este parent ?b
"?b gender ""male""",Louis_Philippe_I successor ?b
?a child ?c,?a child Catherine_of_Aragon
?a predecessor ?c   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Alpaida child ?b
?c child ?b,Adela_of_Champagne child ?b
?a hasSpouse ?c,?a parent Louis_IV_of_France
?b parent John_II_Duke_of_Brittany,John_II_Duke_of_Brittany child ?b
?a mother ?c,?a child Blanche_of_Navarre_Queen_of_France
?c successor ?a,?a parent Philip_I_of_Castile
?a hasSpouse Yes,?a child Marie_Louise_Duchess_of_Parma
?a successor ?c   ?d child ?c   ?d spouse ?b,?a parent ?b
?c child ?a,?a parent Philip_IV_of_France
?a child John_Duke_of_Berry,?a child Joan_of_Valois_Queen_of_Navarre
?c spouse ?b,Louis_VIII_of_France successor ?b
?a child ?c   ?c predecessor ?b,?a parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse John_King_of_England
?a child ?c,?a child Ad_la_de_d_Orl_ans
Maria_Beatrice_d_Este_Duchess_of_Massa child ?b,Ferdinand_Karl_Archduke_of_Austria_Este child ?b
?a father Louis_Duke_of_Savoy,?a mother Anne_of_Cyprus
?c spouse ?b,Blanche_of_Artois child ?b
?a hasSpouse Yes,?a spouse Fran_oise_d_Aubign__Marquise_de_Maintenon
?a hasSpouse Yes,?a mother Gerloc
?a father ?c   ?d parent ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b predecessor ?c,Philip_V_of_France parent ?b
?b hasSpouse ?c,Sancho_III_of_Castile parent ?b
?b mother Fran_oise_Marie_de_Bourbon,Philippe_II_Duke_of_Orl_ans child ?b
?b gender ?c,Eleanor_of_Lancaster parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,George_II_of_Great_Britain child ?b
?c child ?a,?a child Blanche_of_France_Duchess_of_Orl_ans
?c child ?a   ?d mother ?c   ?d predecessor ?b,?a father ?b
?c spouse ?a   ?c father ?d   ?b spouse ?d,?a parent ?b
?a parent Ferdinand_I_Holy_Roman_Emperor,?a parent Anne_of_Bohemia_and_Hungary
?a mother ?c,?a child Afonso_V_of_Portugal
?a name ?c,?a child Anne_of_Bohemia_Duchess_of_Austria
?a mother Beatrice_of_Savoy,?a hasSpouse Yes
?b hasSpouse ?c,Louise_of_Savoy child ?b
?a spouse ?c,?a child Louis_the_Younger
?c father ?a   ?b name ?c,?a parent ?b
Robert_II_Duke_of_Burgundy child ?a,?a father Robert_II_Duke_of_Burgundy
?b hasSpouse ?c,Leopold_II_Holy_Roman_Emperor child ?b
?a hasSpouse ?c,?a mother Douce_I_Countess_of_Provence
?a predecessor ?c,?a name John_II
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Rudolf_II_Duke_of_Austria
?b hasSpouse ?c,James_I_Count_of_La_Marche child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,George_III child ?b
Margaret_of_Foix spouse ?b,Francis_II_Duke_of_Brittany parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a mother Gertrude_of_Hohenberg
?c spouse ?a,?a parent Louis_Dauphin_of_France_son_of_Louis_XV
?b father ?c,Albert_I_of_Germany parent ?b
?c spouse ?b,Maria_Theresa child ?b
Mary_of_Guise child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b hasSpouse Yes,Henry_the_Lion spouse ?b
?a father ?c   ?c gender ?d   ?b gender ?d,?a spouse ?b
?b hasSpouse Yes,Marie_Louise_Duchess_of_Parma spouse ?b
?a mother ?c,?a name Baldwin_II
?a child Archduchess_Maria_Anna_of_Austria_born_1738,?a child Marie_Antoinette
?a father ?c   ?c spouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b hasSpouse ?c,Isabella_of_Valois_Duchess_of_Bourbon child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Joan_I_of_Navarre parent ?b
Galeazzo_Maria_Sforza spouse ?a,?a spouse Galeazzo_Maria_Sforza
?c successor ?b,Frederick_II_Duke_of_Lorraine child ?b
?a hasSpouse Yes,?a child Louis_Dauphin_of_France_son_of_Louis_XIV
?c child ?a   ?c child ?d   ?d gender ?b,?a gender ?b
?b parent Robert_II_of_France,Robert_II_of_France child ?b
?a hasSpouse Yes,?a child Charles_Ferdinand_Duke_of_Berry
?b hasSpouse ?c,Eleanor_of_Aragon_Queen_of_Portugal child ?b
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a spouse ?b
?a hasSpouse Yes,?a child Charlotte_Agla__d_Orl_ans
?a child ?c   ?c parent ?b,?a marriedTo ?b
?c parent ?a,?a parent Hugh_IV_Duke_of_Burgundy
?a gender ?c,?a parent Gertrude_of_Hohenberg
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Louis_Dauphin_of_France_son_of_Louis_XIV
?a spouse ?c,?a parent Louise_of_Savoy
?b father ?c,John_I_of_Aragon spouse ?b
?b hasSpouse ?c,Arnulf_II_Count_of_Flanders parent ?b
?a spouse ?c,?a parent Ferdinand_I_Holy_Roman_Emperor
?a predecessor ?c   ?d father ?c   ?d parent ?b,?a predecessor ?b
?a hasSpouse ?c,?a spouse John_II_of_France
?a father Louis_XIII,?a parent Anne_of_Austria
?b father Philip_III_of_Spain,Margaret_of_Austria_Queen_of_Spain child ?b
?b hasSpouse Yes,James_I_Count_of_La_Marche parent ?b
Willa_of_Tuscany predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a predecessor ?c   ?d child ?c   ?b spouse ?d,?a parent ?b
Alfonso_II_of_Aragon child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b hasSpouse Yes,Louis_II_of_Anjou parent ?b
Joan_of_Navarre_Queen_of_England spouse ?a,"?a gender ""male"""
?a child Yolande_of_Valois,?a child Joan_of_France_Duchess_of_Bourbon
?a parent ?c,?a name John_Stewart
?c child ?a,?a child Constance_of_Aragon_Lady_of_Villena
?c predecessor ?a   ?d mother ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a successor Vladimir_the_Great,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b child Charles_II_Archduke_of_Austria,Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg parent ?b
?c parent ?b,Stephen_King_of_England successor ?b
?b child Charles_the_Child,Louis_the_Stammerer parent ?b
Louis_Philippe_I parent ?a,?a hasSpouse Yes
?a parent ?c,?a child Charlotte_of_Savoy
?b parent ?c,Henry_II_of_France child ?b
?b hasSpouse No,Louis_Philippe_I successor ?b
?b spouse ?c,Adelaide_of_Tours child ?b
?a spouse Edward_I_of_England,?a hasSpouse Yes
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Maria_Amalia_of_Naples_and_Sicily
?a father Ferdinand_I_Holy_Roman_Emperor,?a mother Anne_of_Bohemia_and_Hungary
?b gender ?c,Ernest_I_Duke_of_Brunswic_L_neburg parent ?b
?c predecessor ?a   ?c predecessor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c predecessor ?a,?a predecessor Victor_Amadeus_II_of_Sardinia
?c child ?a   ?b parent ?c,?a successor ?b
?a successor ?c   ?c parent ?b,?a successor ?b
?a parent Louis_IX_of_France,?a mother Margaret_of_Provence
?a father ?c   ?c gender ?d   ?b gender ?d,?a child ?b
?a spouse ?c,?a predecessor Henry_of_Bohemia
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charlotte_of_Bourbon_Queen_of_Cyprus parent ?b
?a parent Isabel_of_Barcelos,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a predecessor Henry_VII_Holy_Roman_Emperor,"?a gender ""male"""
?c child ?b,John_II_Duke_of_Brittany child ?b
?a predecessor ?c,?a predecessor Prince_Philippe_Count_of_Paris
?a spouse ?c   ?b spouse ?c,?a father ?b
?c parent ?a,?a child Charles_Felix_of_Sardinia
?a marriedTo ?c   ?c child ?b,?a successor ?b
?a mother ?c,?a spouse Philip_VI_of_France
?c successor ?a,?a child Prince_Philippe_Duke_of_Orl_ans_1869_1926
?a name ?c,?a parent Sancha_of_Castile_Queen_of_Aragon
?a name ?c,?a child Mercedes_of_Orl_ans
Francis_II_Holy_Roman_Emperor child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a name ?c   ?c name ?d   ?b spouse ?d,?a father ?b
?a child Charles_IX_of_France,?a child Francis_II_of_France
Louis_XII spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c name ?b,Napoleon parent ?b
?c predecessor ?b,John_II_of_France successor ?b
?a parent John_Constable_of_Portugal,?a father John_Constable_of_Portugal
?c parent ?a,?a child John_Tristan_Count_of_Valois
?a spouse Eleanor_of_Austria,"?a gender ""male"""
?a predecessor ?c   ?c predecessor ?b,?a mother ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Clementia_of_Hungary parent ?b
?a father ?c   ?d child ?c   ?d gender ?b,?a gender ?b
?a child ?c,?a child Sviatoslav_II_of_Kiev
"?a gender ""male""",?a name Odo_II
?a name ?c,?a mother Constance_of_Arles
?a name ?c,?a successor Philip_VI_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Mary_of_Guise child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Louis_II_of_Anjou parent ?b
?a name ?c,?a mother Gerberga_of_Saxony
?a child Sophie_of_France_1786_1787,?a child Louis_Joseph_Dauphin_of_France
Ferdinand_II_of_Aragon parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
"?b gender ""female""",Alfonso_VIII_of_Castile child ?b
?a parent Maria_Theresa,?a hasSpouse Yes
Robert_II_Duke_of_Burgundy child ?a,?a mother Agnes_of_France_Duchess_of_Burgundy
?b hasSpouse Yes,George_III parent ?b
?a parent Isabella_of_Portugal,?a father Charles_V_Holy_Roman_Emperor
?a hasSpouse ?c,?a predecessor John_II_of_Aragon
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Louis_XIII parent ?b
?b hasSpouse ?c,Marie_Countess_of_Ponthieu parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_VII_of_France child ?b
?a child Prince_Philippe_Duke_of_Orl_ans_1869_1926,?a child Am_lie_of_Orl_ans
?a child Alphonso_Earl_of_Chester,?a hasSpouse Yes
?a hasSpouse ?c,?a child Archduchess_Maria_Theresa_of_Austria_Este_1817_1886
?b predecessor Louis_the_Stammerer,Louis_the_Stammerer successor ?b
?a father ?c,?a child Pepin_I_of_Aquitaine
?a predecessor Louis_XII,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b successor ?c,Joan_of_Navarre_Queen_of_England spouse ?b
?b hasSpouse ?c,Louis_II_of_Anjou parent ?b
?a father John_II_of_France,?a hasSpouse Yes
Philip_V_of_Spain successor ?a,?a hasSpouse No
?b hasSpouse Yes,Anne_of_Cyprus child ?b
Anne_of_Bohemia_and_Hungary child ?b,Ferdinand_I_Holy_Roman_Emperor successor ?b
?c child ?a,?a father Ferdinand_I_Holy_Roman_Emperor
?a spouse ?c,?a parent Robert_II_of_France
