Body,Head
?c father ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?a name ?c   ?c name ?d   ?d father ?b,?a father ?b
?a name ?c   ?c name ?d   ?d parent ?b,?a father ?b
?a name ?c   ?c name ?d   ?b child ?d,?a father ?b
?a name ?c   ?c parent ?d   ?d spouse ?b,?a father ?b
?a name ?c   ?c parent ?d   ?b spouse ?d,?a father ?b
?c father ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?a name ?c   ?c mother ?d   ?d spouse ?b,?a father ?b
?a name ?c   ?c mother ?d   ?b spouse ?d,?a father ?b
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c child ?a   ?c child ?d   ?d father ?b,?a father ?b
?c child ?a   ?c child ?d   ?d predecessor ?b,?a father ?b
?c child ?a   ?c child ?d   ?d parent ?b,?a father ?b
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c child ?a   ?c child ?d   ?b successor ?d,?a father ?b
?c child ?a   ?c name ?d   ?d spouse ?b,?a father ?b
?c child ?a   ?c child ?d   ?b child ?d,?a father ?b
?c child ?a   ?c name ?d   ?b spouse ?d,?a father ?b
?c child ?a   ?c name ?d   ?b name ?d,?a father ?b
?c child ?a   ?c parent ?d   ?d successor ?b,?a father ?b
?c child ?a   ?c parent ?d   ?d child ?b,?a father ?b
?c child ?a   ?c parent ?d   ?b parent ?d,?a father ?b
?c child ?a   ?c parent ?d   ?b mother ?d,?a father ?b
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c child ?a   ?c parent ?d   ?b predecessor ?d,?a father ?b
?c child ?a   ?c parent ?d   ?b father ?d,?a father ?b
?c child ?a   ?c mother ?d   ?d child ?b,?a father ?b
?c child ?a   ?c mother ?d   ?b mother ?d,?a father ?b
?c child ?a   ?c mother ?d   ?b parent ?d,?a father ?b
?c child ?a   ?c successor ?d   ?d predecessor ?b,?a father ?b
?c child ?a   ?c successor ?d   ?d father ?b,?a father ?b
?c child ?a   ?c successor ?d   ?d parent ?b,?a father ?b
?c child ?a   ?c successor ?d   ?b successor ?d,?a father ?b
?c child ?a   ?c successor ?d   ?b child ?d,?a father ?b
?c child ?a   ?c predecessor ?d   ?d successor ?b,?a father ?b
?c child ?a   ?c predecessor ?d   ?d child ?b,?a father ?b
?c child ?a   ?c predecessor ?d   ?b predecessor ?d,?a father ?b
?c child ?a   ?c predecessor ?d   ?b parent ?d,?a father ?b
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c child ?a   ?c predecessor ?d   ?b spouse ?d,?a father ?b
?c child ?a   ?c father ?d   ?d child ?b,?a father ?b
?c child ?a   ?c predecessor ?d   ?b father ?d,?a father ?b
?c child ?a   ?c father ?d   ?d successor ?b,?a father ?b
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a mother ?b
?c child ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?c child ?a   ?c father ?d   ?b parent ?d,?a father ?b
?c child ?a   ?c father ?d   ?b father ?d,?a father ?b
?c child ?a   ?c father ?d   ?b predecessor ?d,?a father ?b
?c spouse ?a   ?c spouse ?d   ?d father ?b,?a father ?b
?c spouse ?a   ?c spouse ?d   ?d parent ?b,?a father ?b
?c spouse ?a   ?c spouse ?d   ?d predecessor ?b,?a father ?b
?c spouse ?a   ?c spouse ?d   ?b child ?d,?a father ?b
?c spouse ?a   ?c spouse ?d   ?b successor ?d,?a father ?b
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c name ?a   ?c name ?d   ?d father ?b,?a father ?b
?c name ?a   ?c name ?d   ?d parent ?b,?a father ?b
?c spouse ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?c name ?a   ?c name ?d   ?b child ?d,?a father ?b
?c name ?a   ?c parent ?d   ?d spouse ?b,?a father ?b
?c name ?a   ?c parent ?d   ?b spouse ?d,?a father ?b
?c name ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?c name ?a   ?c mother ?d   ?d spouse ?b,?a father ?b
?c name ?a   ?c mother ?d   ?b spouse ?d,?a father ?b
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c child ?a   ?c spouse ?d   ?d successor ?b,?a father ?b
?c child ?a   ?c spouse ?d   ?d spouse ?b,?a father ?b
?c child ?a   ?c spouse ?d   ?b predecessor ?d,?a father ?b
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c child ?a   ?c spouse ?d   ?b spouse ?d,?a father ?b
?c predecessor ?a   ?c predecessor ?d   ?d father ?b,?a father ?b
?c predecessor ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c predecessor ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b
?c predecessor ?a   ?c predecessor ?d   ?b child ?d,?a father ?b
?c predecessor ?a   ?c predecessor ?d   ?b successor ?d,?a father ?b
?c predecessor ?a   ?c parent ?d   ?d father ?b,?a father ?b
?c predecessor ?a   ?c parent ?d   ?d parent ?b,?a father ?b
?c predecessor ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b
?c predecessor ?a   ?c parent ?d   ?b successor ?d,?a father ?b
?c predecessor ?a   ?c parent ?d   ?b child ?d,?a father ?b
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a father ?b
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a father ?b
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a father ?b
?c predecessor ?a   ?c father ?d   ?d father ?b,?a father ?b
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c predecessor ?a   ?c father ?d   ?d parent ?b,?a father ?b
?c predecessor ?a   ?c father ?d   ?d predecessor ?b,?a father ?b
?c predecessor ?a   ?c father ?d   ?b child ?d,?a father ?b
?c predecessor ?a   ?c father ?d   ?b successor ?d,?a father ?b
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?a name ?c   ?c child ?d   ?d parent ?b,?a name ?b
?a name ?c   ?c child ?d   ?d mother ?b,?a name ?b
?a name ?c   ?c gender ?d   ?b gender ?d,?a name ?b
?a hasSpouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?a name ?c   ?c child ?d   ?b child ?d,?a name ?b
?a name ?c   ?c child ?d   ?b successor ?d,?a name ?b
?a name ?c   ?c parent ?d   ?d child ?b,?a name ?b
?a name ?c   ?c parent ?d   ?b parent ?d,?a name ?b
?a name ?c   ?c parent ?d   ?b father ?d,?a name ?b
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a name ?c   ?c successor ?d   ?d predecessor ?b,?a name ?b
?a name ?c   ?c successor ?d   ?b successor ?d,?a name ?b
?a name ?c   ?c parent ?d   ?b mother ?d,?a name ?b
?a name ?c   ?c successor ?d   ?b child ?d,?a name ?b
?a name ?c   ?c father ?d   ?d child ?b,?a name ?b
?a name ?c   ?c father ?d   ?b father ?d,?a name ?b
?a name ?c   ?c predecessor ?d   ?b predecessor ?d,?a name ?b
?a name ?c   ?c predecessor ?d   ?d successor ?b,?a name ?b
?a name ?c   ?c father ?d   ?b parent ?d,?a name ?b
?a name ?c   ?c mother ?d   ?d child ?b,?a name ?b
?a name ?c   ?c mother ?d   ?b mother ?d,?a name ?b
?a name ?c   ?c spouse ?d   ?b spouse ?d,?a name ?b
?a name ?c   ?c mother ?d   ?b parent ?d,?a name ?b
?a name ?c   ?c spouse ?d   ?d spouse ?b,?a name ?b
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c parent ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b
?c parent ?a   ?c parent ?d   ?d father ?b,?a father ?b
?c parent ?a   ?c parent ?d   ?d parent ?b,?a father ?b
?c parent ?a   ?c parent ?d   ?b successor ?d,?a father ?b
?c parent ?a   ?c parent ?d   ?b child ?d,?a father ?b
?c parent ?a   ?c mother ?d   ?d father ?b,?a father ?b
?c parent ?a   ?c mother ?d   ?d parent ?b,?a father ?b
?c parent ?a   ?c mother ?d   ?b child ?d,?a father ?b
?c parent ?a   ?c predecessor ?d   ?d father ?b,?a father ?b
?c parent ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b
?c parent ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b
?c parent ?a   ?c predecessor ?d   ?b child ?d,?a father ?b
?c parent ?a   ?c predecessor ?d   ?b successor ?d,?a father ?b
?c parent ?a   ?c father ?d   ?d father ?b,?a father ?b
?c parent ?a   ?c father ?d   ?d parent ?b,?a father ?b
?c parent ?a   ?c father ?d   ?d predecessor ?b,?a father ?b
?c parent ?a   ?c father ?d   ?b child ?d,?a father ?b
?c parent ?a   ?c father ?d   ?b successor ?d,?a father ?b
?a parent ?c   ?c name ?d   ?d child ?b,?a name ?b
?a parent ?c   ?c name ?d   ?b parent ?d,?a name ?b
?a parent ?c   ?c name ?d   ?b mother ?d,?a name ?b
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?a parent ?c   ?c spouse ?d   ?b father ?d,?a name ?b
?a parent ?c   ?c spouse ?d   ?d child ?b,?a name ?b
?a parent ?c   ?c gender ?d   ?b gender ?d,?a name ?b
?a parent ?c   ?c spouse ?d   ?b mother ?d,?a name ?b
?a parent ?c   ?c spouse ?d   ?b parent ?d,?a name ?b
?a parent ?c   ?c successor ?d   ?d name ?b,?a name ?b
?a parent ?c   ?c child ?d   ?b name ?d,?a name ?b
?a marriedTo ?c   ?c marriedTo ?d   ?d name ?b,?a name ?b
?a parent ?c   ?c child ?d   ?d name ?b,?a name ?b
?c successor ?a   ?c successor ?d   ?d father ?b,?a father ?b
?a marriedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?c parent ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?c successor ?a   ?c successor ?d   ?d predecessor ?b,?a father ?b
?c successor ?a   ?c successor ?d   ?b successor ?d,?a father ?b
?c successor ?a   ?c successor ?d   ?d parent ?b,?a father ?b
?c successor ?a   ?c successor ?d   ?b child ?d,?a father ?b
?c successor ?a   ?c parent ?d   ?d child ?b,?a father ?b
?c successor ?a   ?c parent ?d   ?d successor ?b,?a father ?b
?c successor ?a   ?c parent ?d   ?b father ?d,?a father ?b
?c successor ?a   ?c parent ?d   ?b parent ?d,?a father ?b
?c successor ?a   ?c parent ?d   ?b mother ?d,?a father ?b
?c successor ?a   ?c parent ?d   ?b predecessor ?d,?a father ?b
?c successor ?a   ?c name ?d   ?b name ?d,?a father ?b
?c successor ?a   ?c spouse ?d   ?d spouse ?b,?a father ?b
?c successor ?a   ?c spouse ?d   ?b spouse ?d,?a father ?b
?c successor ?a   ?c predecessor ?d   ?d successor ?b,?a father ?b
?c successor ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a father ?b
?c successor ?a   ?c predecessor ?d   ?d father ?b,?a father ?b
?c successor ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b
?c successor ?a   ?c predecessor ?d   ?b predecessor ?d,?a father ?b
?c successor ?a   ?c predecessor ?d   ?b parent ?d,?a father ?b
?c successor ?a   ?c predecessor ?d   ?b father ?d,?a father ?b
?c successor ?a   ?c predecessor ?d   ?b child ?d,?a father ?b
?c successor ?a   ?c mother ?d   ?d child ?b,?a father ?b
?c successor ?a   ?c mother ?d   ?b mother ?d,?a father ?b
?c successor ?a   ?c mother ?d   ?b parent ?d,?a father ?b
?c successor ?a   ?c child ?d   ?d father ?b,?a father ?b
?c successor ?a   ?c child ?d   ?d parent ?b,?a father ?b
?c successor ?a   ?c child ?d   ?d predecessor ?b,?a father ?b
?c successor ?a   ?c child ?d   ?b child ?d,?a father ?b
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c successor ?a   ?c child ?d   ?b successor ?d,?a father ?b
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?c successor ?a   ?c father ?d   ?d child ?b,?a father ?b
?c successor ?a   ?c father ?d   ?d successor ?b,?a father ?b
?c successor ?a   ?c father ?d   ?b father ?d,?a father ?b
?c successor ?a   ?c father ?d   ?b parent ?d,?a father ?b
?c successor ?a   ?c father ?d   ?b predecessor ?d,?a father ?b
?c mother ?a   ?c mother ?d   ?d father ?b,?a father ?b
?c mother ?a   ?c mother ?d   ?d parent ?b,?a father ?b
?c mother ?a   ?c mother ?d   ?b child ?d,?a father ?b
?c mother ?a   ?c parent ?d   ?d father ?b,?a father ?b
?c mother ?a   ?c parent ?d   ?d parent ?b,?a father ?b
?c mother ?a   ?c parent ?d   ?b child ?d,?a father ?b
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c mother ?a   ?c gender ?d   ?b gender ?d,?a father ?b
?a predecessor ?c   ?c successor ?d   ?b name ?d,?a name ?b
?a predecessor ?c   ?c successor ?d   ?d name ?b,?a name ?b
?a predecessor ?c   ?c child ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c father ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c father ?d   ?d spouse ?b,?a name ?b
?c mother ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?c parent ?a   ?c father ?d   ?b spouse ?d,?a name ?b
?c parent ?a   ?c father ?d   ?b name ?d,?a name ?b
?c parent ?a   ?c parent ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c parent ?d   ?d spouse ?b,?a name ?b
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c parent ?a   ?c parent ?d   ?b name ?d,?a name ?b
?c parent ?a   ?c parent ?d   ?b spouse ?d,?a name ?b
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c parent ?a   ?c name ?d   ?d parent ?b,?a name ?b
?c parent ?a   ?c name ?d   ?d mother ?b,?a name ?b
?c parent ?a   ?c name ?d   ?b child ?d,?a name ?b
?c parent ?a   ?c mother ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c mother ?d   ?b name ?d,?a name ?b
?c parent ?a   ?c predecessor ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c predecessor ?d   ?d spouse ?b,?a name ?b
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c parent ?a   ?c predecessor ?d   ?b spouse ?d,?a name ?b
?c parent ?a   ?c gender ?d   ?b gender ?d,?a name ?b
?c child ?a   ?c name ?d   ?d child ?b,?a name ?b
?c child ?a   ?c name ?d   ?b mother ?d,?a name ?b
?c child ?a   ?c name ?d   ?b parent ?d,?a name ?b
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?c child ?a   ?c gender ?d   ?b gender ?d,?a name ?b
?c child ?a   ?c child ?d   ?d name ?b,?a name ?b
?c child ?a   ?c child ?d   ?b name ?d,?a name ?b
?c child ?a   ?c spouse ?d   ?d child ?b,?a name ?b
?c child ?a   ?c spouse ?d   ?b parent ?d,?a name ?b
?c child ?a   ?c spouse ?d   ?b father ?d,?a name ?b
?c child ?a   ?c successor ?d   ?d name ?b,?a name ?b
?c child ?a   ?c spouse ?d   ?b mother ?d,?a name ?b
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a child ?c   ?c father ?d   ?d name ?b,?a name ?b
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?a child ?c   ?c father ?d   ?b spouse ?d,?a name ?b
?a child ?c   ?c father ?d   ?d spouse ?b,?a name ?b
?a child ?c   ?c name ?d   ?d mother ?b,?a name ?b
?a child ?c   ?c name ?d   ?d parent ?b,?a name ?b
?a child ?c   ?c name ?d   ?b child ?d,?a name ?b
?a child ?c   ?c mother ?d   ?b name ?d,?a name ?b
?a child ?c   ?c mother ?d   ?d name ?b,?a name ?b
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?a child ?c   ?c predecessor ?d   ?d name ?b,?a name ?b
?a child ?c   ?c predecessor ?d   ?d spouse ?b,?a name ?b
?a child ?c   ?c predecessor ?d   ?b spouse ?d,?a name ?b
?a child ?c   ?c predecessor ?d   ?b child ?d,?a name ?b
?a spouse ?c   ?c spouse ?d   ?d name ?b,?a name ?b
?a spouse ?c   ?c spouse ?d   ?b name ?d,?a name ?b
?a spouse ?c   ?c child ?d   ?d parent ?b,?a name ?b
?a spouse ?c   ?c child ?d   ?d mother ?b,?a name ?b
?a child ?c   ?c gender ?d   ?b gender ?d,?a name ?b
?a spouse ?c   ?c successor ?d   ?d parent ?b,?a name ?b
?a spouse ?c   ?c successor ?d   ?d name ?b,?a name ?b
?a spouse ?c   ?c child ?d   ?b child ?d,?a name ?b
?a spouse ?c   ?c successor ?d   ?b child ?d,?a name ?b
?c spouse ?a   ?c spouse ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b
?c spouse ?a   ?c spouse ?d   ?b name ?d,?a name ?b
?a child ?c   ?c parent ?d   ?d name ?b,?a name ?b
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a child ?c   ?c parent ?d   ?d spouse ?b,?a name ?b
?a child ?c   ?c parent ?d   ?b name ?d,?a name ?b
?c spouse ?a   ?c child ?d   ?d parent ?b,?a name ?b
?a child ?c   ?c parent ?d   ?b spouse ?d,?a name ?b
?c spouse ?a   ?c child ?d   ?d mother ?b,?a name ?b
?c spouse ?a   ?c successor ?d   ?d parent ?b,?a name ?b
?c spouse ?a   ?c child ?d   ?b child ?d,?a name ?b
?c spouse ?a   ?c successor ?d   ?b child ?d,?a name ?b
?c father ?a   ?c father ?d   ?b name ?d,?a name ?b
?c father ?a   ?c father ?d   ?d name ?b,?a name ?b
?c father ?a   ?c parent ?d   ?b name ?d,?a name ?b
?c father ?a   ?c parent ?d   ?d name ?b,?a name ?b
?c father ?a   ?c predecessor ?d   ?d name ?b,?a name ?b
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?c father ?a   ?c gender ?d   ?b gender ?d,?a name ?b
?c name ?a   ?c father ?d   ?d child ?b,?a name ?b
?c name ?a   ?c gender ?d   ?b gender ?d,?a name ?b
?c name ?a   ?c father ?d   ?b father ?d,?a name ?b
?c name ?a   ?c father ?d   ?b parent ?d,?a name ?b
?c name ?a   ?c parent ?d   ?d child ?b,?a name ?b
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?c name ?a   ?c parent ?d   ?b parent ?d,?a name ?b
?c name ?a   ?c parent ?d   ?b father ?d,?a name ?b
?c name ?a   ?c parent ?d   ?b mother ?d,?a name ?b
?c name ?a   ?c spouse ?d   ?d spouse ?b,?a name ?b
?c name ?a   ?c spouse ?d   ?b spouse ?d,?a name ?b
?c name ?a   ?c mother ?d   ?d child ?b,?a name ?b
?c name ?a   ?c mother ?d   ?b mother ?d,?a name ?b
?c name ?a   ?c mother ?d   ?b parent ?d,?a name ?b
?c name ?a   ?c child ?d   ?d mother ?b,?a name ?b
?c name ?a   ?c child ?d   ?d parent ?b,?a name ?b
?c name ?a   ?c child ?d   ?b successor ?d,?a name ?b
?c name ?a   ?c predecessor ?d   ?d successor ?b,?a name ?b
?c name ?a   ?c predecessor ?d   ?b predecessor ?d,?a name ?b
?c name ?a   ?c successor ?d   ?d predecessor ?b,?a name ?b
?c name ?a   ?c successor ?d   ?b successor ?d,?a name ?b
?c name ?a   ?c successor ?d   ?b child ?d,?a name ?b
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?c name ?a   ?c child ?d   ?b child ?d,?a name ?b
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a father ?c   ?c spouse ?d   ?d child ?b,?a name ?b
?a father ?c   ?c spouse ?d   ?b mother ?d,?a name ?b
?a father ?c   ?c spouse ?d   ?b parent ?d,?a name ?b
?a father ?c   ?c gender ?d   ?b gender ?d,?a name ?b
?a father ?c   ?c successor ?d   ?d name ?b,?a name ?b
?a father ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a father ?c   ?c child ?d   ?b name ?d,?a name ?b
?a father ?c   ?c child ?d   ?d name ?b,?a name ?b
?c mother ?a   ?c mother ?d   ?b name ?d,?a name ?b
?c mother ?a   ?c mother ?d   ?d name ?b,?a name ?b
?c mother ?a   ?c father ?d   ?d spouse ?b,?a name ?b
?c mother ?a   ?c father ?d   ?b spouse ?d,?a name ?b
?c mother ?a   ?c parent ?d   ?d name ?b,?a name ?b
?c mother ?a   ?c parent ?d   ?d spouse ?b,?a name ?b
?c mother ?a   ?c parent ?d   ?b name ?d,?a name ?b
?c mother ?a   ?c parent ?d   ?b spouse ?d,?a name ?b
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?c mother ?a   ?c predecessor ?d   ?d name ?b,?a name ?b
?c mother ?a   ?c name ?d   ?d mother ?b,?a name ?b
?c mother ?a   ?c name ?d   ?d parent ?b,?a name ?b
?c mother ?a   ?c name ?d   ?b child ?d,?a name ?b
?c mother ?a   ?c gender ?d   ?b gender ?d,?a name ?b
?c marriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?c marriedTo ?a   ?c marriedTo ?d   ?d name ?b,?a name ?b
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?c mother ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a mother ?c   ?c spouse ?d   ?d child ?b,?a name ?b
?a mother ?c   ?c spouse ?d   ?b father ?d,?a name ?b
?a mother ?c   ?c gender ?d   ?b gender ?d,?a name ?b
?a mother ?c   ?c spouse ?d   ?b parent ?d,?a name ?b
?a mother ?c   ?c name ?d   ?d child ?b,?a name ?b
?a mother ?c   ?c name ?d   ?b mother ?d,?a name ?b
?a mother ?c   ?c name ?d   ?b parent ?d,?a name ?b
?a mother ?c   ?c child ?d   ?d name ?b,?a name ?b
?a mother ?c   ?c successor ?d   ?d name ?b,?a name ?b
?a mother ?c   ?c child ?d   ?b name ?d,?a name ?b
?a successor ?c   ?c predecessor ?d   ?d name ?b,?a name ?b
?a successor ?c   ?c predecessor ?d   ?b name ?d,?a name ?b
?a successor ?c   ?c parent ?d   ?d name ?b,?a name ?b
?a successor ?c   ?c spouse ?d   ?d name ?b,?a name ?b
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b
?a successor ?c   ?c father ?d   ?d name ?b,?a name ?b
?a successor ?c   ?c mother ?d   ?d name ?b,?a name ?b
?a successor ?c   ?c gender ?d   ?b gender ?d,?a name ?b
?c successor ?a   ?c successor ?d   ?d name ?b,?a name ?b
?c successor ?a   ?c successor ?d   ?b name ?d,?a name ?b
?c successor ?a   ?c child ?d   ?d name ?b,?a name ?b
?a spouse ?c   ?c spouse ?d   ?d successor ?b,?a spouse ?b
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a spouse ?c   ?c father ?d   ?d child ?b,?a spouse ?b
?a spouse ?c   ?c father ?d   ?d successor ?b,?a spouse ?b
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a spouse ?c   ?c father ?d   ?b parent ?d,?a spouse ?b
?a spouse ?c   ?c father ?d   ?b father ?d,?a spouse ?b
?a spouse ?c   ?c father ?d   ?b predecessor ?d,?a spouse ?b
?a spouse ?c   ?c name ?d   ?d name ?b,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?d predecessor ?b,?a spouse ?b
?a spouse ?c   ?c name ?d   ?b name ?d,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?d parent ?b,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?d father ?b,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?d spouse ?b,?a spouse ?b
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a spouse ?c   ?c successor ?d   ?d mother ?b,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?b successor ?d,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?b spouse ?d,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?b child ?d,?a spouse ?b
?a spouse ?c   ?c successor ?d   ?b predecessor ?d,?a spouse ?b
?a spouse ?c   ?c child ?d   ?d father ?b,?a spouse ?b
?a spouse ?c   ?c child ?d   ?d mother ?b,?a spouse ?b
?a spouse ?c   ?c child ?d   ?d parent ?b,?a spouse ?b
