Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a successor ?c   ?c parent ?d   ?b child ?d,?a father ?b,,,,,,,
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?a successor ?c   ?c father ?d   ?d father ?b,?a father ?b,,,,,,,
?a successor ?c   ?c father ?d   ?d parent ?b,?a father ?b,,,,,,,
?a successor ?c   ?c father ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?a successor ?c   ?c father ?d   ?b child ?d,?a father ?b,,,,,,,
?a successor ?c   ?c father ?d   ?b successor ?d,?a father ?b,,,,,,,
?a successor ?c   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c marriedTo ?a   ?c marriedTo ?d   ?d father ?b,?a father ?b,,,,,,,
?c marriedTo ?a   ?c marriedTo ?d   ?d parent ?b,?a father ?b,,,,,,,
?c marriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.0196078431372549,0.0003770739064856712,11,3,29172,?a
?c marriedTo ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?a marriedTo ?c   ?c marriedTo ?d   ?d parent ?b,?a father ?b,,,,,,,
?a marriedTo ?c   ?c marriedTo ?d   ?d father ?b,?a father ?b,,,,,,,
?a marriedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.0142602495543672,0.0003770739064856712,8,3,21216,?a
?c father ?a   ?c parent ?d   ?d father ?b,?a father ?b,,,,,,,
?c father ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c father ?a   ?c parent ?d   ?d parent ?b,?a father ?b,,,,,,,
?c father ?a   ?c parent ?d   ?b successor ?d,?a father ?b,,,,,,,
?a successor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c father ?a   ?c father ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c father ?a   ?c father ?d   ?d parent ?b,?a father ?b,,,,,,,
?c father ?a   ?c father ?d   ?b successor ?d,?a father ?b,,,,,,,
?c father ?a   ?c father ?d   ?b child ?d,?a father ?b,,,,,,,
?c father ?a   ?c parent ?d   ?b child ?d,?a father ?b,,,,,,,
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,1.0,0.0003770739064856712,561,3,1487772,?a
?c father ?a   ?c predecessor ?d   ?d father ?b,?a father ?b,,,,,,,
?c father ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c father ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c father ?a   ?c predecessor ?d   ?b successor ?d,?a father ?b,,,,,,,
?c father ?a   ?c predecessor ?d   ?b child ?d,?a father ?b,,,,,,,
?a name ?c   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c father ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?a name ?c   ?c name ?d   ?d father ?b,?a father ?b,,,,,,,
?a name ?c   ?c name ?d   ?d parent ?b,?a father ?b,,,,,,,
?a name ?c   ?c name ?d   ?b child ?d,?a father ?b,,,,,,,
?a name ?c   ?c parent ?d   ?d spouse ?b,?a father ?b,,,,,,,
?a name ?c   ?c parent ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c father ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?a name ?c   ?c mother ?d   ?d spouse ?b,?a father ?b,,,,,,,
?a name ?c   ?c mother ?d   ?b spouse ?d,?a father ?b,,,,,,,
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c child ?a   ?c child ?d   ?d father ?b,?a father ?b,,,,,,,
?c child ?a   ?c child ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c child ?a   ?c child ?d   ?d parent ?b,?a father ?b,,,,,,,
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.6078431372549019,0.0003770739064856712,341,3,904332,?a
?c child ?a   ?c child ?d   ?b successor ?d,?a father ?b,,,,,,,
?c child ?a   ?c name ?d   ?d spouse ?b,?a father ?b,,,,,,,
?c child ?a   ?c child ?d   ?b child ?d,?a father ?b,,,,,,,
?c child ?a   ?c name ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c child ?a   ?c name ?d   ?b name ?d,?a father ?b,,,,,,,
?c child ?a   ?c parent ?d   ?d successor ?b,?a father ?b,,,,,,,
?c child ?a   ?c parent ?d   ?d child ?b,?a father ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b parent ?d,?a father ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b mother ?d,?a father ?b,,,,,,,
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.2905525846702317,0.0003770739064856712,163,3,432276,?a
?c child ?a   ?c parent ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b father ?d,?a father ?b,,,,,,,
?c child ?a   ?c mother ?d   ?d child ?b,?a father ?b,,,,,,,
?c child ?a   ?c mother ?d   ?b mother ?d,?a father ?b,,,,,,,
?c child ?a   ?c mother ?d   ?b parent ?d,?a father ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d father ?b,?a father ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b successor ?d,?a father ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b child ?d,?a father ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?d successor ?b,?a father ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?d child ?b,?a father ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b parent ?d,?a father ?b,,,,,,,
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c child ?a   ?c father ?d   ?d child ?b,?a father ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b father ?d,?a father ?b,,,,,,,
?c child ?a   ?c father ?d   ?d successor ?b,?a father ?b,,,,,,,
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a mother ?b,408,0.7034313725490197,0.0003770739064856712,287,3,761124,?a
?c child ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c child ?a   ?c father ?d   ?b parent ?d,?a father ?b,,,,,,,
?c child ?a   ?c father ?d   ?b father ?d,?a father ?b,,,,,,,
?c child ?a   ?c father ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d father ?b,?a father ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d parent ?b,?a father ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?b child ?d,?a father ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?b successor ?d,?a father ?b,,,,,,,
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c name ?a   ?c name ?d   ?d father ?b,?a father ?b,,,,,,,
?c name ?a   ?c name ?d   ?d parent ?b,?a father ?b,,,,,,,
?c spouse ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c name ?a   ?c name ?d   ?b child ?d,?a father ?b,,,,,,,
?c name ?a   ?c parent ?d   ?d spouse ?b,?a father ?b,,,,,,,
?c name ?a   ?c parent ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c name ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c name ?a   ?c mother ?d   ?d spouse ?b,?a father ?b,,,,,,,
?c name ?a   ?c mother ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d successor ?b,?a father ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d spouse ?b,?a father ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.483065953654189,0.0003770739064856712,271,3,718692,?a
?c child ?a   ?c spouse ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d father ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b child ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b successor ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d father ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d parent ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b successor ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b child ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d father ?b,?a father ?b,,,,,,,
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.7023172905525846,0.0003770739064856712,394,3,1044888,?a
?c predecessor ?a   ?c father ?d   ?d parent ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b child ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b successor ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.8163992869875223,0.0003770739064856712,458,3,1214616,?a
?a name ?c   ?c child ?d   ?d parent ?b,?a name ?b,,,,,,,
?a name ?c   ?c child ?d   ?d mother ?b,?a name ?b,,,,,,,
?a name ?c   ?c gender ?d   ?b gender ?d,?a name ?b,,,,,,,
?a hasSpouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.7379679144385026,0.0003770739064856712,414,3,1097928,?a
?a name ?c   ?c child ?d   ?b child ?d,?a name ?b,,,,,,,
?a name ?c   ?c child ?d   ?b successor ?d,?a name ?b,,,,,,,
?a name ?c   ?c parent ?d   ?d child ?b,?a name ?b,,,,,,,
?a name ?c   ?c parent ?d   ?b parent ?d,?a name ?b,,,,,,,
?a name ?c   ?c parent ?d   ?b father ?d,?a name ?b,,,,,,,
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b,,,,,,,
?a name ?c   ?c successor ?d   ?d predecessor ?b,?a name ?b,,,,,,,
?a name ?c   ?c successor ?d   ?b successor ?d,?a name ?b,,,,,,,
?a name ?c   ?c parent ?d   ?b mother ?d,?a name ?b,,,,,,,
?a name ?c   ?c successor ?d   ?b child ?d,?a name ?b,,,,,,,
?a name ?c   ?c father ?d   ?d child ?b,?a name ?b,,,,,,,
?a name ?c   ?c father ?d   ?b father ?d,?a name ?b,,,,,,,
?a name ?c   ?c predecessor ?d   ?b predecessor ?d,?a name ?b,,,,,,,
?a name ?c   ?c predecessor ?d   ?d successor ?b,?a name ?b,,,,,,,
?a name ?c   ?c father ?d   ?b parent ?d,?a name ?b,,,,,,,
?a name ?c   ?c mother ?d   ?d child ?b,?a name ?b,,,,,,,
?a name ?c   ?c mother ?d   ?b mother ?d,?a name ?b,,,,,,,
?a name ?c   ?c spouse ?d   ?b spouse ?d,?a name ?b,,,,,,,
?a name ?c   ?c mother ?d   ?b parent ?d,?a name ?b,,,,,,,
?a name ?c   ?c spouse ?d   ?d spouse ?b,?a name ?b,,,,,,,
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d father ?b,?a father ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d parent ?b,?a father ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b successor ?d,?a father ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b child ?d,?a father ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?d father ?b,?a father ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?d parent ?b,?a father ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?b child ?d,?a father ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d father ?b,?a father ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?b child ?d,?a father ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?b successor ?d,?a father ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d father ?b,?a father ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d parent ?b,?a father ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c parent ?a   ?c father ?d   ?b child ?d,?a father ?b,,,,,,,
?c parent ?a   ?c father ?d   ?b successor ?d,?a father ?b,,,,,,,
?a parent ?c   ?c name ?d   ?d child ?b,?a name ?b,,,,,,,
?a parent ?c   ?c name ?d   ?b parent ?d,?a name ?b,,,,,,,
?a parent ?c   ?c name ?d   ?b mother ?d,?a name ?b,,,,,,,
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.9055258467023173,0.0003770739064856712,508,3,1347216,?a
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.29590017825311943,0.0003770739064856712,166,3,440232,?a
?a parent ?c   ?c spouse ?d   ?b father ?d,?a name ?b,,,,,,,
?a parent ?c   ?c spouse ?d   ?d child ?b,?a name ?b,,,,,,,
?a parent ?c   ?c gender ?d   ?b gender ?d,?a name ?b,,,,,,,
?a parent ?c   ?c spouse ?d   ?b mother ?d,?a name ?b,,,,,,,
?a parent ?c   ?c spouse ?d   ?b parent ?d,?a name ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d name ?b,?a name ?b,,,,,,,
?a parent ?c   ?c child ?d   ?b name ?d,?a name ?b,,,,,,,
?a marriedTo ?c   ?c marriedTo ?d   ?d name ?b,?a name ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d name ?b,?a name ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d father ?b,?a father ?b,,,,,,,
?a marriedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b,585,0.015384615384615385,0.0003770739064856712,9,3,23868,?a
?c parent ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b successor ?d,?a father ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c successor ?a   ?c successor ?d   ?b child ?d,?a father ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?d child ?b,?a father ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?d successor ?b,?a father ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b father ?d,?a father ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b parent ?d,?a father ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b mother ?d,?a father ?b,,,,,,,
?c successor ?a   ?c parent ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c successor ?a   ?c name ?d   ?b name ?d,?a father ?b,,,,,,,
?c successor ?a   ?c spouse ?d   ?d spouse ?b,?a father ?b,,,,,,,
?c successor ?a   ?c spouse ?d   ?b spouse ?d,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d successor ?b,?a father ?b,,,,,,,
?c successor ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d father ?b,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?d parent ?b,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b parent ?d,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b father ?d,?a father ?b,,,,,,,
?c successor ?a   ?c predecessor ?d   ?b child ?d,?a father ?b,,,,,,,
?c successor ?a   ?c mother ?d   ?d child ?b,?a father ?b,,,,,,,
?c successor ?a   ?c mother ?d   ?b mother ?d,?a father ?b,,,,,,,
?c successor ?a   ?c mother ?d   ?b parent ?d,?a father ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d father ?b,?a father ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d parent ?b,?a father ?b,,,,,,,
?c successor ?a   ?c child ?d   ?d predecessor ?b,?a father ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b child ?d,?a father ?b,,,,,,,
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c successor ?a   ?c child ?d   ?b successor ?d,?a father ?b,,,,,,,
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b,,,,,,,
?c successor ?a   ?c father ?d   ?d child ?b,?a father ?b,,,,,,,
?c successor ?a   ?c father ?d   ?d successor ?b,?a father ?b,,,,,,,
?c successor ?a   ?c father ?d   ?b father ?d,?a father ?b,,,,,,,
?c successor ?a   ?c father ?d   ?b parent ?d,?a father ?b,,,,,,,
?c successor ?a   ?c father ?d   ?b predecessor ?d,?a father ?b,,,,,,,
?c mother ?a   ?c mother ?d   ?d father ?b,?a father ?b,,,,,,,
?c mother ?a   ?c mother ?d   ?d parent ?b,?a father ?b,,,,,,,
?c mother ?a   ?c mother ?d   ?b child ?d,?a father ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?d father ?b,?a father ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?d parent ?b,?a father ?b,,,,,,,
?c mother ?a   ?c parent ?d   ?b child ?d,?a father ?b,,,,,,,
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.1354723707664884,0.0003770739064856712,76,3,201552,?a
?c mother ?a   ?c gender ?d   ?b gender ?d,?a father ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?b name ?d,?a name ?b,,,,,,,
?a predecessor ?c   ?c successor ?d   ?d name ?b,?a name ?b,,,,,,,
?a predecessor ?c   ?c child ?d   ?d name ?b,?a name ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d name ?b,?a name ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d spouse ?b,?a name ?b,,,,,,,
?c mother ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b,,,,,,,
?c parent ?a   ?c father ?d   ?b spouse ?d,?a name ?b,,,,,,,
?c parent ?a   ?c father ?d   ?b name ?d,?a name ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d name ?b,?a name ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d spouse ?b,?a name ?b,,,,,,,
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.5508021390374331,0.0003770739064856712,309,3,819468,?a
?c parent ?a   ?c parent ?d   ?b name ?d,?a name ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b spouse ?d,?a name ?b,,,,,,,
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.6809269162210339,0.0003770739064856712,382,3,1013064,?a
?c parent ?a   ?c name ?d   ?d parent ?b,?a name ?b,,,,,,,
?c parent ?a   ?c name ?d   ?d mother ?b,?a name ?b,,,,,,,
?c parent ?a   ?c name ?d   ?b child ?d,?a name ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?d name ?b,?a name ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?b name ?d,?a name ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d name ?b,?a name ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d spouse ?b,?a name ?b,,,,,,,
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.28342245989304815,0.0003770739064856712,159,3,421668,?a
?c parent ?a   ?c predecessor ?d   ?b spouse ?d,?a name ?b,,,,,,,
?c parent ?a   ?c gender ?d   ?b gender ?d,?a name ?b,,,,,,,
?c child ?a   ?c name ?d   ?d child ?b,?a name ?b,,,,,,,
?c child ?a   ?c name ?d   ?b mother ?d,?a name ?b,,,,,,,
?c child ?a   ?c name ?d   ?b parent ?d,?a name ?b,,,,,,,
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b,585,1.0,0.00038098140810728437,585,3,1535508,?a
?c child ?a   ?c gender ?d   ?b gender ?d,?a name ?b,,,,,,,
?c child ?a   ?c child ?d   ?d name ?b,?a name ?b,,,,,,,
?c child ?a   ?c child ?d   ?b name ?d,?a name ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d child ?b,?a name ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b parent ?d,?a name ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b father ?d,?a name ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d name ?b,?a name ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b mother ?d,?a name ?b,,,,,,,
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b,585,0.3145299145299145,0.00037913441963586614,184,3,485316,?a
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b,,,,,,,
?a child ?c   ?c father ?d   ?d name ?b,?a name ?b,,,,,,,
?c mother ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.3083778966131907,0.0003770739064856712,173,3,458796,?a
?a child ?c   ?c father ?d   ?b spouse ?d,?a name ?b,,,,,,,
?a child ?c   ?c father ?d   ?d spouse ?b,?a name ?b,,,,,,,
?a child ?c   ?c name ?d   ?d mother ?b,?a name ?b,,,,,,,
?a child ?c   ?c name ?d   ?d parent ?b,?a name ?b,,,,,,,
?a child ?c   ?c name ?d   ?b child ?d,?a name ?b,,,,,,,
?a child ?c   ?c mother ?d   ?b name ?d,?a name ?b,,,,,,,
?a child ?c   ?c mother ?d   ?d name ?b,?a name ?b,,,,,,,
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.49376114081996436,0.0003770739064856712,277,3,734604,?a
?a child ?c   ?c predecessor ?d   ?d name ?b,?a name ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?d spouse ?b,?a name ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?b spouse ?d,?a name ?b,,,,,,,
?a child ?c   ?c predecessor ?d   ?b child ?d,?a name ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d name ?b,?a name ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b name ?d,?a name ?b,,,,,,,
?a spouse ?c   ?c child ?d   ?d parent ?b,?a name ?b,,,,,,,
?a spouse ?c   ?c child ?d   ?d mother ?b,?a name ?b,,,,,,,
?a child ?c   ?c gender ?d   ?b gender ?d,?a name ?b,,,,,,,
?a spouse ?c   ?c successor ?d   ?d parent ?b,?a name ?b,,,,,,,
?a spouse ?c   ?c successor ?d   ?d name ?b,?a name ?b,,,,,,,
?a spouse ?c   ?c child ?d   ?b child ?d,?a name ?b,,,,,,,
?a spouse ?c   ?c successor ?d   ?b child ?d,?a name ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d name ?b,?a name ?b,,,,,,,
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a father ?b,561,0.7575757575757576,0.0003770739064856712,425,3,1127100,?a
?c spouse ?a   ?c spouse ?d   ?b name ?d,?a name ?b,,,,,,,
?a child ?c   ?c parent ?d   ?d name ?b,?a name ?b,,,,,,,
?c child ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a name ?b,,,,,,,
?a child ?c   ?c parent ?d   ?d spouse ?b,?a name ?b,,,,,,,
?a child ?c   ?c parent ?d   ?b name ?d,?a name ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?d parent ?b,?a name ?b,,,,,,,
?a child ?c   ?c parent ?d   ?b spouse ?d,?a name ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?d mother ?b,?a name ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?d parent ?b,?a name ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?b child ?d,?a name ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?b child ?d,?a name ?b,,,,,,,
?c father ?a   ?c father ?d   ?b name ?d,?a name ?b,,,,,,,
